startup_name,founded_year,country,industry,funding_stage,total_funding_millions,number_employees,annual_revenue_millions,valuation_billions,success_score,acquired,ipo,customers_millions,tech_stack,social_media_followers,cluster,revenue_per_employee,funding_per_employee,valuation_per_employee,revenue_per_customer,funding_per_customer,valuation_per_customer,funding_to_revenue,valuation_to_revenue,revenue_to_funding,followers_per_customer
Startup_403,2004-01-01,UK,Logistics,Seed,69.0,2931.0,900.0,30.76,5.0,No,Yes,60.0,"Node.js, React",3599373.0,1,0.3069577080491132,0.02353342428376535,10.491132332878582,14.754098360655737,1.1311475409836065,504.26229508196724,0.07658157602663707,34.13984461709212,12.857142857142858,59006.11475409836
Startup_404,2013-01-01,Germany,Tech,IPO,355.0,2348.0,613.0,38.01,7.0,No,No,7.0,"Node.js, React",491092.0,1,0.2609621115368242,0.15112813963388677,16.181353767560665,76.625,44.375,4751.25,0.5781758957654723,61.90553745928339,1.7219101123595506,61386.5
Startup_405,2015-01-01,Germany,FoodTech,IPO,218.0,1081.0,379.0,21.33,5.0,Yes,Yes,98.0,"PHP, Laravel",3948306.0,3,0.35027726432532347,0.20147874306839186,19.713493530499075,3.8282828282828283,2.202020202020202,215.45454545454547,0.5736842105263158,56.13157894736842,1.730593607305936,39881.878787878784
Startup_406,2008-01-01,USA,Gaming,IPO,320.0,4970.0,391.0,32.94,7.0,Yes,Yes,68.0,"Java, Spring",4920278.0,1,0.07865620599476966,0.06437336552001609,6.626433313216657,5.666666666666667,4.63768115942029,477.39130434782606,0.8163265306122449,84.03061224489795,1.2180685358255452,71308.37681159421
Startup_407,2000-01-01,Japan,EdTech,Series C,147.0,2042.0,25.0,7.99,5.0,No,Yes,49.0,"Java, Spring",4320282.0,3,0.012236906510034264,0.07195301027900147,3.9109153206069505,0.5,2.94,159.8,5.653846153846154,307.3076923076923,0.16891891891891891,86405.64
Startup_408,2008-01-01,UK,Tech,Series B,399.0,4124.0,206.0,45.68,8.0,Yes,Yes,48.0,"Python, AI",764257.0,1,0.049939393939393936,0.09672727272727273,11.073939393939394,4.204081632653061,8.142857142857142,932.2448979591836,1.9275362318840579,220.67632850241546,0.515,15597.081632653062
Startup_409,2005-01-01,Japan,Healthcare,Series C,484.0,2999.0,922.0,45.38,4.0,Yes,No,94.0,"Java, Spring",1444158.0,1,0.30733333333333335,0.16133333333333333,15.126666666666667,9.705263157894738,5.094736842105263,477.6842105263158,0.5243770314192849,49.16576381365114,1.9010309278350515,15201.663157894736
Startup_410,2015-01-01,USA,FinTech,Seed,298.0,1933.0,839.0,20.7,9.0,Yes,Yes,2.0,"Java, Spring",4093141.0,1,0.43381592554291626,0.15408479834539815,10.703205791106514,279.6666666666667,99.33333333333333,6900.0,0.3547619047619048,24.642857142857142,2.8060200668896322,1364380.3333333333
Startup_411,2022-01-01,Canada,Logistics,Series B,210.0,2859.0,472.0,35.92,7.0,No,No,39.0,"Node.js, React",4324489.0,3,0.16503496503496504,0.07342657342657342,12.55944055944056,11.8,5.25,898.0,0.4439746300211416,75.94080338266384,2.2369668246445498,108112.225
Startup_412,2010-01-01,Canada,AI,Seed,247.0,675.0,981.0,27.66,3.0,Yes,Yes,33.0,"Python, AI",1127400.0,0,1.4511834319526626,0.36538461538461536,40.917159763313606,28.852941176470587,7.264705882352941,813.5294117647059,0.2515274949083503,28.167006109979635,3.9556451612903225,33158.82352941176
Startup_413,2009-01-01,Brazil,Tech,Series C,306.0,1338.0,58.0,13.36,3.0,Yes,Yes,98.0,"Node.js, React",1523360.0,2,0.043315907393577296,0.22852875280059745,9.977595220313667,0.5858585858585859,3.090909090909091,134.94949494949495,5.186440677966102,226.4406779661017,0.18892508143322476,15387.474747474747
Startup_414,2003-01-01,Australia,E-commerce,Seed,19.0,2167.0,172.0,5.96,1.0,No,Yes,53.0,"Node.js, React",2858373.0,2,0.07933579335793357,0.008763837638376383,2.7490774907749076,3.185185185185185,0.35185185185185186,110.37037037037037,0.10982658959537572,34.45086705202312,8.6,52932.833333333336
Startup_415,2021-01-01,USA,EdTech,Series B,289.0,1313.0,921.0,40.9,9.0,No,Yes,72.0,"C++, ML",4418377.0,1,0.7009132420091324,0.21993911719939116,31.126331811263316,12.616438356164384,3.958904109589041,560.2739726027397,0.31344902386117135,44.36008676789588,3.1758620689655173,60525.71232876712
Startup_416,2018-01-01,France,AI,IPO,399.0,2701.0,966.0,17.46,5.0,Yes,Yes,55.0,"Java, Spring",2239973.0,0,0.35751295336787564,0.14766839378238342,6.461880088823094,17.25,7.125,311.7857142857143,0.4126163391933816,18.055842812823165,2.415,39999.517857142855
Startup_417,2004-01-01,India,AI,IPO,293.0,3133.0,609.0,42.92,2.0,Yes,Yes,56.0,"Python, AI",313357.0,2,0.1943203573707722,0.09349074664964901,13.694958519463944,10.68421052631579,5.140350877192983,752.9824561403509,0.48032786885245904,70.36065573770492,2.0714285714285716,5497.491228070176
Startup_418,2009-01-01,Australia,EdTech,Series B,242.0,3221.0,739.0,14.75,6.0,No,Yes,73.0,"Python, AI",4526306.0,1,0.2293606455617629,0.07510862818125388,4.577901924270639,9.986486486486486,3.27027027027027,199.32432432432432,0.327027027027027,19.93243243243243,3.0411522633744856,61166.2972972973
Startup_419,2007-01-01,Japan,FoodTech,IPO,457.0,1724.0,486.0,22.14,4.0,No,Yes,9.0,"Python, AI",4972535.0,0,0.2817391304347826,0.26492753623188403,12.834782608695653,48.6,45.7,2214.0,0.9383983572895277,45.46201232032854,1.0611353711790392,497253.5
Startup_420,2018-01-01,Germany,Energy,Series C,177.0,3609.0,475.0,20.53,3.0,Yes,No,37.0,"Python, AI",1536928.0,2,0.13157894736842105,0.049030470914127426,5.686980609418282,12.5,4.657894736842105,540.2631578947369,0.37184873949579833,43.13025210084034,2.668539325842697,40445.47368421053
Startup_421,2005-01-01,USA,E-commerce,Series A,1.0,4617.0,991.0,16.96,6.0,No,Yes,92.0,"Python, AI",2742346.0,1,0.21459506279774795,0.00021654395842355997,3.672585534863577,10.655913978494624,0.010752688172043012,182.36559139784947,0.0010080645161290322,17.096774193548388,495.5,29487.59139784946
Startup_422,2014-01-01,France,Energy,Seed,393.0,4668.0,607.0,11.13,7.0,Yes,No,29.0,"Node.js, React",1753034.0,1,0.1300064253587492,0.08417219961447847,2.383808095952024,20.233333333333334,13.1,371.0,0.6463815789473685,18.30592105263158,1.5406091370558375,58434.46666666667
Startup_423,2016-01-01,Australia,FoodTech,Seed,345.0,1298.0,24.0,36.46,9.0,Yes,No,4.0,"Python, AI",3688530.0,3,0.018475750577367205,0.26558891454965355,28.06774441878368,4.8,69.0,7292.0,13.8,1458.4,0.06936416184971098,737706.0
Startup_424,2007-01-01,Japan,AI,Series A,158.0,3294.0,350.0,14.08,4.0,No,No,80.0,"Java, Spring",1685555.0,2,0.1062215477996965,0.04795144157814871,4.273141122913505,4.320987654320987,1.9506172839506173,173.82716049382717,0.45014245014245013,40.11396011396011,2.20125786163522,20809.320987654322
Startup_425,2020-01-01,UK,AI,Series B,354.0,4847.0,90.0,41.62,1.0,Yes,No,10.0,"Java, Spring",4921604.0,2,0.018564356435643563,0.07301980198019802,8.584983498349835,8.181818181818182,32.18181818181818,3783.6363636363635,3.89010989010989,457.3626373626374,0.2535211267605634,447418.54545454547
Startup_426,2005-01-01,France,EdTech,Series B,19.0,3391.0,628.0,0.8,6.0,Yes,No,69.0,"Node.js, React",4427469.0,1,0.18514150943396226,0.005601415094339622,0.2358490566037736,8.971428571428572,0.2714285714285714,11.428571428571429,0.030206677265500796,1.2718600953895072,31.4,63249.55714285714
Startup_427,2022-01-01,USA,Tech,Series B,211.0,3551.0,270.0,16.92,4.0,No,Yes,77.0,"Python, AI",1925236.0,2,0.07601351351351351,0.05940315315315315,4.763513513513513,3.4615384615384617,2.7051282051282053,216.92307692307693,0.7785977859778598,62.435424354243544,1.2735849056603774,24682.51282051282
Startup_428,2003-01-01,China,EdTech,Series B,356.0,4389.0,405.0,18.87,5.0,Yes,No,31.0,"Python, AI",1843710.0,2,0.09225512528473805,0.08109339407744874,4.2984054669703875,12.65625,11.125,589.6875,0.8768472906403941,46.477832512315274,1.134453781512605,57615.9375
Startup_429,2016-01-01,Canada,EdTech,Seed,66.0,3499.0,688.0,36.39,6.0,No,Yes,41.0,"Python, AI",4550289.0,1,0.19657142857142856,0.018857142857142857,10.397142857142857,16.38095238095238,1.5714285714285714,866.4285714285714,0.09579100145137881,52.81567489114659,10.26865671641791,108340.21428571429
Startup_430,2010-01-01,USA,E-commerce,Seed,318.0,2507.0,465.0,15.86,6.0,No,Yes,42.0,"Node.js, React",2768735.0,3,0.1854066985645933,0.12679425837320574,6.323763955342903,10.813953488372093,7.395348837209302,368.83720930232556,0.6824034334763949,34.0343347639485,1.457680250783699,64389.186046511626
Startup_431,2020-01-01,Japan,AI,Seed,195.0,1333.0,9.0,0.19,2.0,Yes,No,7.0,"Python, AI",1873762.0,2,0.006746626686656672,0.14617691154422788,0.1424287856071964,1.125,24.375,23.75,19.5,19.0,0.04591836734693878,234220.25
Startup_432,2013-01-01,China,AI,Series A,445.0,2187.0,799.0,19.94,5.0,Yes,No,66.0,"PHP, Laravel",4841465.0,0,0.36517367458866545,0.20338208409506398,9.113345521023765,11.925373134328359,6.641791044776119,297.6119402985075,0.55625,24.925,1.7914798206278026,72260.67164179105
Startup_433,2022-01-01,France,Energy,Seed,327.0,3228.0,506.0,21.09,5.0,No,No,55.0,"Java, Spring",1771662.0,1,0.15670486218643542,0.10126974295447506,6.531433880458346,9.035714285714286,5.839285714285714,376.60714285714283,0.6449704142011834,41.59763313609467,1.5426829268292683,31636.821428571428
Startup_434,2007-01-01,Canada,FoodTech,Series C,165.0,3385.0,231.0,46.77,9.0,No,No,79.0,"Python, AI",3192942.0,3,0.06822209096278795,0.048730064973419966,13.812758417011223,2.8875,2.0625,584.625,0.7112068965517241,201.5948275862069,1.391566265060241,39911.775
Startup_435,2009-01-01,Germany,Tech,Series A,177.0,2721.0,62.0,3.29,1.0,Yes,Yes,18.0,"Java, Spring",4375108.0,2,0.022777369581190303,0.06502571638501102,1.2086700955180014,3.263157894736842,9.31578947368421,173.1578947368421,2.8095238095238093,52.22222222222222,0.34831460674157305,230268.84210526315
Startup_436,2002-01-01,USA,Logistics,Seed,3.0,146.0,476.0,1.44,1.0,Yes,Yes,7.0,"Python, AI",534070.0,0,3.238095238095238,0.02040816326530612,9.795918367346939,59.5,0.375,180.0,0.006289308176100629,3.018867924528302,119.0,66758.75
Startup_437,2021-01-01,Brazil,AI,Series B,128.0,3364.0,859.0,15.49,6.0,No,Yes,41.0,"Node.js, React",3846927.0,1,0.2552748885586924,0.03803863298662704,4.603268945022288,20.452380952380953,3.0476190476190474,368.8095238095238,0.14883720930232558,18.011627906976745,6.658914728682171,91593.5
Startup_438,2001-01-01,Brazil,Gaming,Series B,333.0,3861.0,235.0,17.7,6.0,Yes,Yes,24.0,"Java, Spring",641998.0,2,0.06084930088037287,0.08622475401346452,4.583117555670637,9.4,13.32,708.0,1.4110169491525424,75.0,0.7035928143712575,25679.92
Startup_439,2014-01-01,Australia,FoodTech,Series C,419.0,3055.0,550.0,27.16,7.0,No,No,42.0,"Python, AI",611473.0,1,0.1799738219895288,0.13710732984293195,8.887434554973822,12.790697674418604,9.744186046511627,631.6279069767442,0.7604355716878403,49.29219600725953,1.3095238095238095,14220.302325581395
Startup_440,2001-01-01,France,Healthcare,Seed,262.0,3526.0,278.0,15.98,1.0,Yes,Yes,87.0,"Java, Spring",3352607.0,2,0.07882052736036292,0.0742840941309895,4.530762687836688,3.159090909090909,2.977272727272727,181.5909090909091,0.9390681003584229,57.27598566308244,1.0570342205323193,38097.806818181816
Startup_441,2022-01-01,Brazil,FinTech,Seed,126.0,657.0,608.0,21.88,4.0,Yes,Yes,79.0,"C++, ML",1584481.0,0,0.9240121580547113,0.19148936170212766,33.25227963525836,7.6,1.575,273.5,0.20689655172413793,35.927750410509034,4.78740157480315,19806.0125
Startup_442,2012-01-01,France,EdTech,Series C,117.0,2559.0,636.0,48.02,7.0,Yes,No,90.0,"C++, ML",2420749.0,1,0.2484375,0.045703125,18.7578125,6.989010989010989,1.2857142857142858,527.6923076923077,0.1836734693877551,75.38461538461539,5.389830508474576,26601.637362637364
Startup_443,2019-01-01,Germany,Gaming,IPO,292.0,4889.0,630.0,20.79,2.0,Yes,No,26.0,"C++, ML",3837198.0,2,0.12883435582822086,0.05971370143149284,4.251533742331288,23.333333333333332,10.814814814814815,770.0,0.46275752773375595,32.94770206022187,2.150170648464164,142118.44444444444
Startup_444,2016-01-01,China,Healthcare,IPO,292.0,3483.0,692.0,29.47,6.0,Yes,Yes,1.0,"Python, AI",2437098.0,1,0.19862227324913892,0.08381171067738231,8.458668197474168,346.0,146.0,14735.0,0.4213564213564214,42.525252525252526,2.361774744027304,1218549.0
Startup_445,2021-01-01,Australia,AI,Series C,234.0,2655.0,800.0,1.65,4.0,No,Yes,68.0,"Node.js, React",990104.0,0,0.30120481927710846,0.08810240963855422,0.6212349397590361,11.594202898550725,3.391304347826087,23.91304347826087,0.29213483146067415,2.059925093632959,3.404255319148936,14349.333333333334
Startup_446,2013-01-01,Canada,Energy,Series B,249.0,3736.0,818.0,11.53,1.0,Yes,No,77.0,"Java, Spring",3317515.0,0,0.2188921594862189,0.06663098742306663,3.0853625903130855,10.487179487179487,3.1923076923076925,147.82051282051282,0.304029304029304,14.078144078144078,3.272,42532.243589743586
Startup_447,2020-01-01,France,Gaming,Seed,167.0,4327.0,217.0,19.25,5.0,No,No,93.0,"Node.js, React",4726199.0,2,0.05013863216266174,0.03858595194085028,4.447781885397412,2.3085106382978724,1.7765957446808511,204.7872340425532,0.7660550458715596,88.30275229357798,1.2916666666666667,50278.71276595745
Startup_448,2009-01-01,UK,FinTech,Seed,353.0,880.0,674.0,20.32,5.0,No,No,60.0,"Python, AI",3543346.0,0,0.7650397275822929,0.40068104426787743,23.064699205448353,11.049180327868852,5.786885245901639,333.11475409836066,0.522962962962963,30.103703703703705,1.9039548022598871,58087.639344262294
Startup_449,2004-01-01,Australia,Logistics,Series B,210.0,3083.0,305.0,18.67,2.0,Yes,No,98.0,"Python, AI",3067837.0,2,0.09889753566796368,0.06809338521400778,6.053826199740596,3.080808080808081,2.121212121212121,188.58585858585857,0.6862745098039216,61.01307189542484,1.4454976303317535,30988.252525252527
Startup_450,2006-01-01,France,FinTech,Series C,238.0,2978.0,358.0,20.16,8.0,Yes,Yes,52.0,"PHP, Laravel",4418745.0,3,0.12017455521987244,0.07989258140315542,6.767371601208459,6.754716981132075,4.490566037735849,380.37735849056605,0.6629526462395543,56.155988857938716,1.497907949790795,83372.54716981133
Startup_451,2000-01-01,Japan,Tech,Series A,1.0,4068.0,986.0,38.56,1.0,Yes,No,36.0,"PHP, Laravel",72315.0,1,0.24231998033914967,0.0002457606291472106,9.476529859916441,26.64864864864865,0.02702702702702703,1042.162162162162,0.0010131712259371835,39.06788247213779,493.0,1954.4594594594594
Startup_452,2012-01-01,UK,EdTech,Seed,397.0,2577.0,27.0,16.69,3.0,No,Yes,45.0,"Node.js, React",4782855.0,2,0.01047323506594259,0.15399534522885958,6.474010861132661,0.5869565217391305,8.630434782608695,362.82608695652175,14.178571428571429,596.0714285714286,0.0678391959798995,103975.10869565218
Startup_453,2013-01-01,Canada,E-commerce,Series A,479.0,4377.0,518.0,9.29,8.0,No,No,93.0,"Java, Spring",514542.0,1,0.11831886706258565,0.10941068981269986,2.121973503883052,5.51063829787234,5.095744680851064,98.82978723404256,0.9229287090558767,17.89980732177264,1.0791666666666666,5473.851063829788
Startup_454,2010-01-01,USA,FoodTech,Series B,448.0,3625.0,420.0,6.95,9.0,No,No,3.0,"C++, ML",363304.0,1,0.11583011583011583,0.12355212355212356,1.9167126309983453,105.0,112.0,1737.5,1.0641330166270784,16.5083135391924,0.9354120267260579,90826.0
Startup_455,2009-01-01,India,FinTech,Series A,106.0,1828.0,400.0,6.27,1.0,No,No,66.0,"Python, AI",4161045.0,0,0.21869874248223073,0.057955166757791145,3.4281027884089665,5.970149253731344,1.5820895522388059,93.58208955223881,0.26433915211970077,15.635910224438902,3.7383177570093458,62105.149253731346
Startup_456,2011-01-01,Canada,FinTech,Series B,201.0,2292.0,80.0,20.6,4.0,No,Yes,51.0,"Java, Spring",3832682.0,2,0.03488879197557784,0.08765808983863933,8.983863933711294,1.5384615384615385,3.8653846153846154,396.15384615384613,2.4814814814814814,254.320987654321,0.39603960396039606,73705.42307692308
Startup_457,2022-01-01,Japan,Energy,IPO,380.0,3310.0,619.0,24.36,8.0,Yes,No,11.0,"C++, ML",133112.0,1,0.1869525823014195,0.1147689519782543,7.357293868921776,51.583333333333336,31.666666666666668,2030.0,0.6129032258064516,39.29032258064516,1.6246719160104988,11092.666666666666
Startup_458,2002-01-01,France,AI,Seed,486.0,3653.0,832.0,49.23,9.0,No,No,51.0,"Python, AI",63251.0,1,0.22769567597153803,0.1330049261083744,13.472906403940886,16.0,9.346153846153847,946.7307692307693,0.5834333733493398,59.09963985594238,1.7084188911704312,1216.3653846153845
Startup_459,2016-01-01,France,Gaming,Seed,39.0,2006.0,938.0,39.67,4.0,Yes,Yes,42.0,"Java, Spring",1619805.0,0,0.46736422521175885,0.01943198804185351,19.765819631290483,21.813953488372093,0.9069767441860465,922.5581395348837,0.04153354632587859,42.247071352502665,23.45,37669.88372093023
Startup_460,2003-01-01,Brazil,AI,Series A,471.0,252.0,808.0,19.68,2.0,No,Yes,38.0,"Node.js, React",3162967.0,0,3.1936758893280635,1.8616600790513833,77.78656126482214,20.71794871794872,12.076923076923077,504.61538461538464,0.5822002472187886,24.326328800988875,1.7118644067796611,81101.71794871795
Startup_461,2000-01-01,Germany,Healthcare,Series C,402.0,852.0,836.0,31.94,1.0,Yes,Yes,12.0,"Python, AI",352836.0,0,0.9800703399765534,0.4712778429073857,37.444314185228606,64.3076923076923,30.923076923076923,2456.923076923077,0.48028673835125446,38.16009557945042,2.074441687344913,27141.23076923077
Startup_462,2006-01-01,USA,AI,Series A,272.0,3941.0,358.0,10.67,9.0,Yes,No,17.0,"C++, ML",4944894.0,1,0.09081684424150177,0.06900050735667174,2.7067478437341452,19.88888888888889,15.11111111111111,592.7777777777778,0.7576601671309192,29.721448467966574,1.3113553113553114,274716.3333333333
Startup_463,2003-01-01,Australia,AI,Seed,13.0,2012.0,921.0,25.22,3.0,Yes,No,87.0,"Node.js, React",1256964.0,0,0.45752608047690013,0.006458022851465474,12.52856433184302,10.465909090909092,0.14772727272727273,286.59090909090907,0.014099783080260303,27.35357917570499,65.78571428571429,14283.681818181818
Startup_464,2014-01-01,Brazil,AI,Series B,415.0,1831.0,945.0,39.44,2.0,No,No,12.0,"C++, ML",4622688.0,0,0.5158296943231441,0.22652838427947597,21.528384279475983,72.6923076923077,31.923076923076923,3033.846153846154,0.43868921775898523,41.69133192389006,2.2716346153846154,355591.3846153846
Startup_465,2004-01-01,France,Healthcare,IPO,294.0,1215.0,556.0,4.15,3.0,Yes,No,89.0,"C++, ML",1644709.0,0,0.45723684210526316,0.24177631578947367,3.4128289473684212,6.177777777777778,3.2666666666666666,46.111111111111114,0.5278276481149012,7.450628366247756,1.8847457627118644,18274.544444444444
Startup_466,2014-01-01,Japan,AI,Series A,468.0,2375.0,258.0,35.17,8.0,Yes,No,52.0,"PHP, Laravel",2730705.0,3,0.10858585858585859,0.19696969696969696,14.802188552188552,4.867924528301887,8.830188679245284,663.5849056603773,1.806949806949807,135.79150579150578,0.5501066098081023,51522.735849056604
Startup_467,2020-01-01,Japan,Gaming,Series B,307.0,765.0,33.0,43.63,5.0,Yes,No,81.0,"Python, AI",901789.0,3,0.04308093994778068,0.4007832898172324,56.95822454308094,0.4024390243902439,3.7439024390243905,532.0731707317074,9.029411764705882,1283.235294117647,0.10714285714285714,10997.426829268292
Startup_468,2011-01-01,USA,EdTech,Series B,315.0,1510.0,813.0,15.42,8.0,No,No,76.0,"PHP, Laravel",4846319.0,3,0.5380542686962276,0.2084712111184646,10.205162144275315,10.558441558441558,4.090909090909091,200.25974025974025,0.386977886977887,18.943488943488944,2.5727848101265822,62939.207792207795
Startup_469,2011-01-01,UK,Tech,IPO,286.0,3148.0,785.0,20.84,4.0,Yes,Yes,5.0,"PHP, Laravel",4015397.0,1,0.24928548745633533,0.09082248332804065,6.617973959987298,130.83333333333334,47.666666666666664,3473.3333333333335,0.3638676844783715,26.513994910941477,2.735191637630662,669232.8333333334
Startup_470,2008-01-01,Brazil,Energy,IPO,398.0,122.0,453.0,10.23,1.0,No,Yes,15.0,"Java, Spring",720748.0,0,3.682926829268293,3.2357723577235773,83.17073170731707,28.3125,24.875,639.375,0.8766519823788547,22.53303964757709,1.1353383458646618,45046.75
Startup_471,2008-01-01,UK,FoodTech,Seed,113.0,4394.0,70.0,39.83,6.0,No,Yes,91.0,"C++, ML",4363780.0,2,0.015927189988623434,0.02571103526734926,9.062571103526736,0.7608695652173914,1.2282608695652173,432.9347826086956,1.591549295774648,560.9859154929577,0.6140350877192983,47432.391304347824
